config_id,naca_hub,re_hub,tier_hub,naca_mid,re_mid,tier_mid,naca_outer,re_outer,tier_outer,hub_CL0,hub_CL_a,hub_CLmin,hub_CLmax,hub_CD0,hub_CD2u,hub_CD2l,hub_CLCD0,hub_REref,hub_REexp,hub_xfoil_ok,mid_CL0,mid_CL_a,mid_CLmin,mid_CLmax,mid_CD0,mid_CD2u,mid_CD2l,mid_CLCD0,mid_REref,mid_REexp,mid_xfoil_ok,outer_CL0,outer_CL_a,outer_CLmin,outer_CLmax,outer_CD0,outer_CD2u,outer_CD2l,outer_CLCD0,outer_REref,outer_REexp,outer_xfoil_ok
74,4317,10000,viscous,3315,20000,viscous,0009,40000,viscous,-0.1725,3.0892,-0.1854,0.5529,0.049867,0.114322,0.114322,-0.4831,10000,-0.5,True,-0.1334,3.1105,-0.4565,0.6823,0.035918,0.143369,0.143369,-0.353,20000,-0.5,True,-0.0497,6.4356,-0.538,0.7233,0.014048,0.158561,0.158561,0.247,40000,-0.5,True
75,2417,10000,inviscid,4416,15000,viscous,6515,20000,viscous,0.2663,7.1538,-0.3445,2.0122,0.0084,0.02,0.02,0.2663,10000,-0.5,False,-0.1402,3.4477,-0.4349,0.677,0.04943,0.152511,0.152511,-0.2686,15000,-0.5,True,-0.077,4.4587,-0.4166,0.8474,0.061748,0.213973,0.213973,0.0061,20000,-0.5,True
76,5717,10000,viscous,4617,20000,viscous,2416,50000,viscous,-0.1583,4.1747,-0.1157,0.6793,0.064486,0.199834,0.199834,-0.0808,10000,-0.5,True,-0.1513,3.6658,-0.4455,0.7091,0.052713,0.233247,0.233247,-0.1195,20000,-0.5,True,0.1251,4.5447,-0.571,0.9245,0.03632,0.06794,0.06794,0.0805,50000,-0.5,True
77,9622,10000,inviscid,4521,35000,viscous,1421,50000,inviscid,1.4709,7.2764,0.7766,3.1669,0.0094,0.02,0.02,1.4709,10000,-0.5,False,-0.3883,5.3669,-0.5941,0.6338,0.059931,0.106724,0.106724,-0.4212,35000,-0.5,True,0.1372,7.3798,-0.4846,1.9474,0.0092,0.02,0.02,0.1372,50000,-0.5,False
78,5621,10000,inviscid,6519,20000,viscous,8314,30000,inviscid,0.8283,7.3106,0.1702,2.5755,0.0092,0.02,0.02,0.8283,10000,-0.5,False,-0.3059,5.0406,-0.4627,0.7425,0.074109,0.191679,0.191679,-0.1506,20000,-0.5,True,0.9593,6.9465,0.3235,2.608,0.008,0.02,0.02,0.9593,30000,-0.5,False
79,1620,10000,inviscid,2620,10000,inviscid,8417,30000,inviscid,0.1667,7.3227,-0.4521,1.9609,0.009,0.02,0.02,0.1667,10000,-0.5,False,0.3323,7.3086,-0.2954,2.112,0.009,0.02,0.02,0.3323,10000,-0.5,False,1.0536,7.085,0.4005,2.7302,0.0084,0.02,0.02,1.0536,30000,-0.5,False
80,1624,10000,inviscid,2424,30000,viscous,3324,40000,inviscid,0.1701,7.5407,-0.467,2.0178,0.0098,0.02,0.02,0.1701,10000,-0.5,False,-0.4257,3.9414,-0.6551,0.4166,0.071658,0.110443,0.110443,-0.5407,30000,-0.5,True,0.3887,7.5248,-0.2604,2.218,0.0098,0.02,0.02,0.3887,40000,-0.5,False
81,7522,10000,inviscid,8616,10000,viscous,8612,15000,viscous,1.0399,7.345,0.3661,2.7815,0.0094,0.02,0.02,1.0399,10000,-0.5,False,-0.3288,7.2699,-0.3252,0.8531,0.078024,0.139942,0.139942,-0.0475,10000,-0.5,True,-0.0367,6.4769,-0.3474,1.0043,0.066329,0.153662,0.153662,0.1588,15000,-0.5,True
82,4219,10000,inviscid,4315,30000,inviscid,3411,55000,viscous,0.4727,7.2494,-0.1587,2.2285,0.0088,0.02,0.02,0.4727,10000,-0.5,False,0.4865,7.0311,-0.1276,2.1875,0.008,0.02,0.02,0.4865,30000,-0.5,False,0.1588,7.2641,-0.3998,1.2568,0.02597,0.01,0.01,0.1182,55000,-0.5,True
83,1823,10000,inviscid,0019,20000,inviscid,0016,25000,viscous,0.2409,7.4796,-0.3956,2.0688,0.0096,0.02,0.02,0.2409,10000,-0.5,False,0.0007,7.2807,-0.6046,1.7956,0.0088,0.02,0.02,0.0007,20000,-0.5,False,-0.1339,3.8867,-0.232,0.5314,0.041198,0.206843,0.206843,-0.0981,25000,-0.5,True
84,8621,10000,inviscid,6518,20000,viscous,2212,35000,viscous,1.3077,7.2471,0.6258,3.0073,0.0092,0.02,0.02,1.3077,10000,-0.5,False,-0.2453,4.8441,-0.4574,0.7653,0.070919,0.201585,0.201585,-0.1097,20000,-0.5,True,0.075,5.6967,-0.4534,0.6366,0.026034,0.127646,0.127646,0.1465,35000,-0.5,True
85,4821,10000,inviscid,6617,35000,viscous,8413,50000,inviscid,0.936,7.2888,0.2732,2.6706,0.0092,0.02,0.02,0.936,10000,-0.5,False,-0.125,5.2991,-0.3901,0.8874,0.063087,0.120205,0.120205,-0.1108,35000,-0.5,True,1.0227,6.8775,0.3888,2.6501,0.008,0.02,0.02,1.0227,50000,-0.5,False
86,3822,10000,inviscid,4718,15000,viscous,8307,30000,inviscid,0.7112,7.3737,0.055,2.4818,0.0094,0.02,0.02,0.7112,10000,-0.5,False,-0.1641,3.3685,-0.133,0.6743,0.059739,0.231331,0.231331,-0.1326,15000,-0.5,True,0.9022,6.5868,0.2992,2.4654,0.008,0.02,0.02,0.9022,30000,-0.5,False
87,6420,10000,inviscid,4416,20000,viscous,1512,25000,viscous,0.81,7.2682,0.1566,2.5479,0.009,0.02,0.02,0.81,10000,-0.5,False,-0.1466,3.5259,-0.4592,0.7056,0.047096,0.159339,0.159339,-0.2586,20000,-0.5,True,-0.1533,6.0856,-0.5152,0.7022,0.02733,0.01,0.01,-0.0599,25000,-0.5,True
88,2322,10000,inviscid,4516,20000,viscous,5514,25000,viscous,0.2564,7.4253,-0.3765,2.07,0.0094,0.02,0.02,0.2564,10000,-0.5,False,-0.1307,3.6629,-0.4537,0.7217,0.048654,0.19921,0.19921,-0.1526,20000,-0.5,True,-0.0164,3.8883,-0.3706,0.8173,0.04877,0.208713,0.208713,-0.0127,25000,-0.5,True
89,6218,10000,inviscid,5316,20000,viscous,0005,55000,viscous,0.7023,7.1839,0.0624,2.4266,0.0086,0.02,0.02,0.7023,10000,-0.5,False,-0.1558,3.6455,-0.4425,0.7254,0.06209,0.192001,0.192001,-0.1918,20000,-0.5,True,0.0103,5.5364,-0.5217,0.7686,0.008321,0.323953,0.323953,0.1933,55000,-0.5,True
90,7818,10000,inviscid,6715,25000,viscous,5712,20000,viscous,1.5549,7.0242,0.8765,3.1831,0.0086,0.02,0.02,1.5549,10000,-0.5,False,-0.1072,5.493,-0.4007,0.9295,0.055912,0.188068,0.188068,0.0431,25000,-0.5,True,0.0641,4.6658,-0.4056,0.9333,0.037793,0.182869,0.182869,0.0843,20000,-0.5,True
91,2622,10000,inviscid,2620,30000,viscous,1717,35000,viscous,0.336,7.417,-0.3011,2.1422,0.0094,0.02,0.02,0.336,10000,-0.5,False,-0.3211,3.8049,-0.5548,0.5424,0.053264,0.162249,0.162249,-0.3444,30000,-0.5,True,-0.1043,4.9466,-0.5894,0.5767,0.042985,0.104602,0.104602,-0.0403,35000,-0.5,True
92,0021,10000,inviscid,5519,25000,viscous,8417,40000,inviscid,0.0007,7.3892,-0.6136,1.8224,0.0092,0.02,0.02,0.0007,10000,-0.5,False,-0.2964,4.8463,-0.4929,0.703,0.064555,0.161856,0.161856,-0.2249,25000,-0.5,True,1.0536,7.085,0.4005,2.7302,0.0084,0.02,0.02,1.0536,40000,-0.5,False
93,1317,10000,inviscid,3416,15000,viscous,8612,30000,viscous,0.1242,7.1636,-0.4788,1.882,0.0084,0.02,0.02,0.1242,10000,-0.5,False,-0.1546,3.1915,-0.3674,0.6316,0.046387,0.17604,0.17604,-0.2554,15000,-0.5,True,0.0516,6.0037,-0.4088,1.1811,0.060205,0.101223,0.101223,0.0356,30000,-0.5,True
94,4521,10000,inviscid,4521,10000,inviscid,1219,20000,inviscid,0.5955,7.3394,-0.0508,2.3653,0.0092,0.02,0.02,0.5955,10000,-0.5,False,0.5955,7.3394,-0.0508,2.3653,0.0092,0.02,0.02,0.5955,10000,-0.5,False,0.1188,7.2727,-0.493,1.9039,0.0088,0.02,0.02,0.1188,20000,-0.5,False
95,1423,10000,inviscid,4420,10000,viscous,8315,20000,inviscid,0.1389,7.4888,-0.4921,1.9758,0.0096,0.02,0.02,0.1389,10000,-0.5,False,-0.25,3.0033,-0.2134,0.4836,0.06913,0.156576,0.156576,-0.3625,10000,-0.5,True,0.967,6.9989,0.3262,2.6281,0.008,0.02,0.02,0.967,20000,-0.5,False
96,7823,10000,inviscid,7521,40000,inviscid,7420,30000,inviscid,1.5896,7.2877,0.8871,3.2803,0.0096,0.02,0.02,1.5896,10000,-0.5,False,1.0339,7.2919,0.3649,2.7628,0.0092,0.02,0.02,1.0339,40000,-0.5,False,0.943,7.2555,0.2825,2.6689,0.009,0.02,0.02,0.943,30000,-0.5,False
97,8222,10000,inviscid,6320,20000,inviscid,0011,45000,viscous,0.96,7.3792,0.2881,2.7153,0.0094,0.02,0.02,0.96,10000,-0.5,False,0.7547,7.2788,0.1037,2.499,0.009,0.02,0.02,0.7547,20000,-0.5,False,-0.0561,6.8705,-0.5718,0.7851,0.01841,0.070888,0.070888,0.2257,45000,-0.5,True
98,3322,10000,inviscid,3422,10000,inviscid,3521,20000,inviscid,0.3839,7.4161,-0.2559,2.1866,0.0094,0.02,0.02,0.3839,10000,-0.5,False,0.4122,7.412,-0.229,2.2122,0.0094,0.02,0.02,0.4122,10000,-0.5,False,0.4475,7.3533,-0.191,2.2306,0.0092,0.02,0.02,0.4475,20000,-0.5,False
99,0021,10000,inviscid,0019,10000,inviscid,2410,35000,viscous,0.0007,7.3892,-0.6136,1.8224,0.0092,0.02,0.02,0.0007,10000,-0.5,False,0.0007,7.2807,-0.6046,1.7956,0.0088,0.02,0.02,0.0007,10000,-0.5,False,-0.0802,7.9107,-0.4235,1.0057,0.02296,0.01,0.01,0.0096,35000,-0.5,True
100,1523,10000,inviscid,3519,25000,viscous,5515,20000,viscous,0.1515,7.4875,-0.4801,1.9874,0.0096,0.02,0.02,0.1515,10000,-0.5,False,-0.2791,3.6347,-0.5284,0.6053,0.0519,0.172405,0.172405,-0.3171,25000,-0.5,True,-0.0904,4.1636,-0.433,0.7913,0.052154,0.197418,0.197418,-0.0698,20000,-0.5,True
101,8413,10000,inviscid,6310,20000,viscous,3206,35000,viscous,1.0227,6.8775,0.3888,2.6501,0.008,0.02,0.02,1.0227,10000,-0.5,False,0.0806,3.8376,-0.333,0.9122,0.059306,0.236895,0.236895,0.1173,20000,-0.5,True,0.1929,6.8341,-0.3224,1.0851,0.01947,0.027232,0.027232,0.0469,35000,-0.5,True
102,2514,10000,inviscid,3514,10000,viscous,8613,20000,viscous,0.2855,6.9889,-0.3127,1.9896,0.008,0.02,0.02,0.2855,10000,-0.5,False,-0.0693,3.3327,-0.1396,0.6003,0.048698,0.216743,0.216743,-0.0826,10000,-0.5,True,-0.0193,5.9582,-0.3572,1.0207,0.070102,0.162588,0.162588,0.1537,20000,-0.5,True
103,9222,10000,inviscid,8221,10000,inviscid,4218,25000,inviscid,1.078,7.3723,0.3996,2.8238,0.0094,0.02,0.02,1.078,10000,-0.5,False,0.9536,7.3275,0.2864,2.6965,0.0092,0.02,0.02,0.9536,10000,-0.5,False,0.4694,7.1966,-0.1574,2.2124,0.0086,0.02,0.02,0.4694,25000,-0.5,False
104,8415,10000,inviscid,6415,10000,viscous,2414,25000,viscous,1.0385,6.9806,0.395,2.6903,0.008,0.02,0.02,1.0385,10000,-0.5,False,-0.1762,4.8969,-0.3827,0.7208,0.067598,0.164028,0.164028,-0.1236,10000,-0.5,True,-0.1137,3.1417,-0.4997,0.6872,0.033799,0.215858,0.215858,-0.1744,25000,-0.5,True
105,0019,10000,inviscid,3515,30000,viscous,6711,50000,viscous,0.0007,7.2807,-0.6046,1.7956,0.0088,0.02,0.02,0.0007,10000,-0.5,False,-0.1377,4.0066,-0.5046,0.7278,0.031946,0.118543,0.118543,-0.3149,30000,-0.5,True,0.1413,7.8092,-0.4444,1.5402,0.03765,0.01,0.01,1.3632,50000,-0.5,True
106,3620,10000,inviscid,2519,20000,inviscid,1416,40000,viscous,0.4973,7.2931,-0.1392,2.2622,0.009,0.02,0.02,0.4973,10000,-0.5,False,0.2953,7.2583,-0.3259,2.065,0.0088,0.02,0.02,0.2953,20000,-0.5,False,-0.008,4.9354,-0.6109,0.6013,0.037118,0.083635,0.083635,-0.003,40000,-0.5,True
107,6714,10000,viscous,6712,25000,viscous,6712,35000,inviscid,-0.0773,5.3085,-0.1055,0.8235,0.057507,0.153801,0.153801,0.0055,10000,-0.5,True,0.089,5.0284,-0.2912,1.0297,0.044407,0.221141,0.221141,0.1943,25000,-0.5,True,1.0804,6.7895,0.4503,2.6822,0.008,0.02,0.02,1.0804,35000,-0.5,False
108,3617,10000,viscous,5515,20000,viscous,7412,40000,viscous,-0.1579,3.1484,-0.1302,0.5352,0.056546,0.237787,0.237787,-0.1566,10000,-0.5,True,-0.0904,4.1636,-0.433,0.7913,0.052154,0.197418,0.197418,-0.0698,20000,-0.5,True,-0.087,6.7288,-0.4033,0.9804,0.062616,0.096445,0.096445,-0.0313,40000,-0.5,True
109,1621,10000,inviscid,3617,15000,viscous,6510,25000,viscous,0.1676,7.3769,-0.4558,1.9751,0.0092,0.02,0.02,0.1676,10000,-0.5,False,-0.1623,3.2021,-0.1373,0.6318,0.050878,0.244334,0.244334,-0.1615,15000,-0.5,True,0.2022,3.7707,-0.3696,0.9869,0.047052,0.238081,0.238081,0.2275,25000,-0.5,True
110,2714,10000,viscous,3714,10000,viscous,6613,30000,viscous,-0.0758,3.071,-0.0864,0.5605,0.045489,0.325972,0.325972,-0.0359,10000,-0.5,True,-0.0665,3.5922,-0.1069,0.6273,0.047022,0.252121,0.252121,-0.0247,10000,-0.5,True,0.0906,4.3379,-0.373,0.9591,0.051315,0.200315,0.200315,0.1287,30000,-0.5,True
111,4418,10000,viscous,3415,10000,viscous,1511,20000,viscous,-0.2045,3.3069,-0.1963,0.5399,0.060695,0.147186,0.147186,-0.3335,10000,-0.5,True,-0.1093,3.139,-0.1517,0.5664,0.050371,0.18378,0.18378,-0.1924,10000,-0.5,True,-0.0947,5.0097,-0.4916,0.6959,0.007542,0.043809,0.043809,-0.6808,20000,-0.5,True
112,1421,10000,inviscid,4321,15000,inviscid,6321,15000,inviscid,0.1372,7.3798,-0.4846,1.9474,0.0092,0.02,0.02,0.1372,10000,-0.5,False,0.508,7.3521,-0.134,2.2867,0.0092,0.02,0.02,0.508,15000,-0.5,False,0.7598,7.3319,0.1041,2.5167,0.0092,0.02,0.02,0.7598,15000,-0.5,False
113,3424,10000,inviscid,3524,10000,inviscid,2623,20000,inviscid,0.4172,7.5209,-0.2334,2.2436,0.0098,0.02,0.02,0.4172,10000,-0.5,False,0.455,7.5165,-0.1974,2.2778,0.0098,0.02,0.02,0.455,10000,-0.5,False,0.3376,7.4714,-0.304,2.1572,0.0096,0.02,0.02,0.3376,20000,-0.5,False
114,0018,10000,inviscid,1618,10000,inviscid,7816,15000,viscous,0.0007,7.2262,-0.6,1.7822,0.0086,0.02,0.02,0.0007,10000,-0.5,False,0.1648,7.2141,-0.4449,1.9324,0.0086,0.02,0.02,0.1648,10000,-0.5,False,-0.3597,6.5273,-0.3063,0.8933,0.065909,0.175858,0.175858,-0.0377,15000,-0.5,True
115,5621,10000,inviscid,5520,10000,viscous,4317,25000,viscous,0.8283,7.3106,0.1702,2.5755,0.0092,0.02,0.02,0.8283,10000,-0.5,False,-0.2153,3.2128,-0.1805,0.5538,0.078932,0.191866,0.191866,-0.2092,10000,-0.5,True,-0.2252,3.9694,-0.487,0.6851,0.038545,0.091325,0.091325,-0.5782,25000,-0.5,True
116,1417,10000,inviscid,6513,25000,viscous,7511,35000,viscous,0.1336,7.1631,-0.47,1.8907,0.0084,0.02,0.02,0.1336,10000,-0.5,False,0.0551,4.0198,-0.3697,0.9158,0.055342,0.23101,0.23101,0.1023,25000,-0.5,True,0.1631,4.507,-0.4088,1.4612,0.057794,0.168658,0.168658,0.1896,35000,-0.5,True
117,4719,10000,inviscid,5710,25000,inviscid,5707,35000,viscous,0.7597,7.2076,0.1145,2.4861,0.0088,0.02,0.02,0.7597,10000,-0.5,False,0.894,6.7082,0.282,2.4883,0.008,0.02,0.02,0.894,25000,-0.5,False,0.2336,7.49,-0.4096,1.277,0.02914,0.01,0.01,0.2887,35000,-0.5,True
118,1321,10000,inviscid,1321,10000,inviscid,1418,25000,inviscid,0.1277,7.3802,-0.4936,1.9387,0.0092,0.02,0.02,0.1277,10000,-0.5,False,0.1277,7.3802,-0.4936,1.9387,0.0092,0.02,0.02,0.1277,10000,-0.5,False,0.1345,7.2166,-0.4736,1.9047,0.0086,0.02,0.02,0.1345,25000,-0.5,False
119,7219,10000,inviscid,5618,25000,viscous,4818,30000,viscous,0.8241,7.2297,0.173,2.5516,0.0088,0.02,0.02,0.8241,10000,-0.5,False,-0.2685,5.1284,-0.4665,0.7642,0.059861,0.173501,0.173501,-0.1531,25000,-0.5,True,-0.3615,5.6753,-0.4684,0.7683,0.054226,0.149209,0.149209,-0.2028,30000,-0.5,True
120,4619,10000,viscous,4617,20000,viscous,4304,60000,viscous,-0.1888,3.0815,-0.1445,0.5423,0.068389,0.21707,0.21707,-0.1849,10000,-0.5,True,-0.1513,3.6658,-0.4455,0.7091,0.052713,0.233247,0.233247,-0.1195,20000,-0.5,True,0.3396,6.3662,-0.2772,1.1097,0.012248,0.126554,0.126554,0.5747,60000,-0.5,True
121,4517,10000,viscous,4517,10000,viscous,1316,25000,viscous,-0.1652,3.541,-0.1643,0.5809,0.059369,0.179171,0.179171,-0.2018,10000,-0.5,True,-0.1652,3.541,-0.1643,0.5809,0.059369,0.179171,0.179171,-0.2018,10000,-0.5,True,-0.1745,3.5613,-0.4478,0.1488,0.004057,0.040903,0.040903,-1.0656,25000,-0.5,True
122,9716,10000,inviscid,8513,30000,viscous,7311,25000,viscous,1.6198,6.9188,0.9462,3.2177,0.0082,0.02,0.02,1.6198,10000,-0.5,False,-0.1316,6.9815,-0.4221,1.0138,0.068727,0.093908,0.093908,-0.0549,30000,-0.5,True,-0.1156,5.9458,-0.3696,0.9511,0.066894,0.090668,0.090668,-0.1554,25000,-0.5,True
123,2617,10000,inviscid,3617,10000,viscous,8317,30000,inviscid,0.3267,7.1464,-0.2873,2.0668,0.0084,0.02,0.02,0.3267,10000,-0.5,False,-0.1579,3.1484,-0.1302,0.5352,0.056546,0.237787,0.237787,-0.1566,10000,-0.5,True,0.9817,7.1027,0.3315,2.6674,0.0084,0.02,0.02,0.9817,30000,-0.5,False
124,4519,10000,viscous,3318,15000,inviscid,3318,20000,inviscid,-0.2103,3.1759,-0.1731,0.5264,0.067554,0.192761,0.192761,-0.2388,10000,-0.5,True,0.3737,7.1999,-0.2476,2.1238,0.0086,0.02,0.02,0.3737,15000,-0.5,False,0.3737,7.1999,-0.2476,2.1238,0.0086,0.02,0.02,0.3737,20000,-0.5,False
125,6417,10000,viscous,3316,15000,viscous,1316,20000,inviscid,-0.2212,4.5588,-0.3914,0.6667,0.075524,0.169138,0.169138,-0.1658,10000,-0.5,True,-0.1596,3.0018,-0.4193,0.6178,0.040577,0.137733,0.137733,-0.3997,15000,-0.5,True,0.1232,7.1096,-0.4753,1.8678,0.0082,0.02,0.02,0.1232,20000,-0.5,False
126,7518,10000,inviscid,6516,10000,viscous,1306,30000,viscous,1.0149,7.1331,0.3603,2.7059,0.0086,0.02,0.02,1.0149,10000,-0.5,False,-0.1321,4.4426,-0.288,0.7177,0.069498,0.17563,0.17563,-0.0823,10000,-0.5,True,0.0275,6.1904,-0.4604,0.8137,0.016897,0.173957,0.173957,0.2723,30000,-0.5,True
127,2322,10000,inviscid,3419,15000,inviscid,4610,35000,viscous,0.2564,7.4253,-0.3765,2.07,0.0094,0.02,0.02,0.2564,10000,-0.5,False,0.4044,7.2501,-0.2229,2.165,0.0088,0.02,0.02,0.4044,15000,-0.5,False,0.045,7.1286,-0.3703,1.2587,0.02875,0.01,0.01,0.1221,35000,-0.5,True
128,2317,10000,inviscid,2216,30000,inviscid,2215,25000,inviscid,0.2477,7.155,-0.3621,1.9952,0.0084,0.02,0.02,0.2477,10000,-0.5,False,0.2318,7.103,-0.3728,1.9675,0.0082,0.02,0.02,0.2318,30000,-0.5,False,0.23,7.0493,-0.3701,1.9526,0.008,0.02,0.02,0.23,25000,-0.5,False
129,2521,10000,inviscid,4519,10000,viscous,8515,25000,viscous,0.2988,7.3666,-0.3316,2.095,0.0092,0.02,0.02,0.2988,10000,-0.5,False,-0.2103,3.1759,-0.1731,0.5264,0.067554,0.192761,0.192761,-0.2388,10000,-0.5,True,-0.1629,6.3098,-0.4086,0.9533,0.079862,0.105233,0.105233,-0.0621,25000,-0.5,True
130,6523,10000,inviscid,4520,10000,inviscid,0012,25000,viscous,0.8991,7.4156,0.228,2.6675,0.0096,0.02,0.02,0.8991,10000,-0.5,False,0.592,7.2854,-0.0496,2.3487,0.009,0.02,0.02,0.592,10000,-0.5,False,-0.131,6.0423,-0.4607,0.6422,0.02682,0.01,0.01,0.0,25000,-0.5,True
131,5316,10000,viscous,5315,15000,viscous,6412,35000,viscous,-0.1436,3.4684,-0.387,0.6251,0.063596,0.159609,0.159609,-0.2628,10000,-0.5,True,-0.1271,3.6984,-0.4072,0.7222,0.060453,0.194376,0.194376,-0.163,15000,-0.5,True,0.0413,4.6483,-0.4231,0.9325,0.056349,0.150661,0.150661,0.0503,35000,-0.5,True
132,4421,10000,inviscid,4417,30000,viscous,5311,40000,inviscid,0.5455,7.3466,-0.0984,2.3204,0.0092,0.02,0.02,0.5455,10000,-0.5,False,-0.2226,4.4689,-0.5081,0.7039,0.043888,0.103,0.103,-0.4136,30000,-0.5,True,0.5876,6.8113,-0.0143,2.2277,0.008,0.02,0.02,0.5876,40000,-0.5,False
133,4723,10000,inviscid,5723,10000,inviscid,6622,25000,inviscid,0.7744,7.423,0.1102,2.5528,0.0096,0.02,0.02,0.7744,10000,-0.5,False,0.9627,7.3979,0.2893,2.7225,0.0096,0.02,0.02,0.9627,10000,-0.5,False,0.9954,7.3444,0.3243,2.7397,0.0094,0.02,0.02,0.9954,25000,-0.5,False
134,8518,10000,inviscid,3517,20000,viscous,2517,25000,viscous,1.1561,7.1165,0.4942,2.8337,0.0086,0.02,0.02,1.1561,10000,-0.5,False,-0.1828,3.2673,-0.4664,0.6508,0.046943,0.212452,0.212452,-0.2204,20000,-0.5,True,-0.1998,3.0558,-0.5088,0.6017,0.035968,0.154945,0.154945,-0.3674,25000,-0.5,True
135,7520,10000,inviscid,6519,10000,inviscid,4616,30000,viscous,1.0277,7.2382,0.3635,2.7439,0.009,0.02,0.02,1.0277,10000,-0.5,False,0.8782,7.2016,0.2261,2.5952,0.0088,0.02,0.02,0.8782,10000,-0.5,False,-0.1703,4.7478,-0.4867,0.7889,0.044317,0.147921,0.147921,-0.1719,30000,-0.5,True
136,8323,10000,inviscid,6522,30000,inviscid,4821,40000,viscous,1.0225,7.4172,0.3437,2.783,0.0096,0.02,0.02,1.0225,10000,-0.5,False,0.894,7.3619,0.2276,2.6495,0.0094,0.02,0.02,0.894,30000,-0.5,False,-0.3994,6.3107,-0.5406,0.703,0.064962,0.055901,0.055901,-0.3547,40000,-0.5,True
137,5723,10000,inviscid,4622,10000,inviscid,2520,25000,inviscid,0.9627,7.3979,0.2893,2.7225,0.0096,0.02,0.02,0.9627,10000,-0.5,False,0.6684,7.3837,0.014,2.4443,0.0094,0.02,0.02,0.6684,10000,-0.5,False,0.2971,7.3123,-0.3288,2.0801,0.009,0.02,0.02,0.2971,25000,-0.5,False
138,1321,10000,inviscid,1320,10000,inviscid,1607,30000,viscous,0.1277,7.3802,-0.4936,1.9387,0.0092,0.02,0.02,0.1277,10000,-0.5,False,0.1269,7.3262,-0.4898,1.9247,0.009,0.02,0.02,0.1269,10000,-0.5,False,-0.0071,6.4577,-0.4525,0.7975,0.019851,0.119145,0.119145,0.1993,30000,-0.5,True
139,7624,10000,inviscid,5420,20000,viscous,4218,15000,inviscid,1.1679,7.4296,0.4794,2.9218,0.0098,0.02,0.02,1.1679,10000,-0.5,False,-0.3454,4.4132,-0.5157,0.6423,0.070734,0.183916,0.183916,-0.2781,20000,-0.5,True,0.4694,7.1966,-0.1574,2.2124,0.0086,0.02,0.02,0.4694,15000,-0.5,False
140,4517,10000,viscous,5415,15000,viscous,7213,30000,inviscid,-0.1652,3.541,-0.1643,0.5809,0.059369,0.179171,0.179171,-0.2018,10000,-0.5,True,-0.1182,4.0188,-0.4194,0.7504,0.056636,0.180288,0.180288,-0.1339,15000,-0.5,True,0.7864,6.9193,0.1633,2.4398,0.008,0.02,0.02,0.7864,30000,-0.5,False
141,5416,10000,viscous,5513,25000,viscous,5510,30000,viscous,-0.1317,3.7131,-0.2915,0.6453,0.062899,0.161117,0.161117,-0.1984,10000,-0.5,True,0.0302,3.82,-0.3448,0.8705,0.045634,0.21062,0.21062,0.0247,25000,-0.5,True,0.1746,3.6766,-0.3283,1.3234,0.036621,0.200427,0.200427,0.1408,30000,-0.5,True
142,8518,10000,inviscid,7417,15000,inviscid,7316,25000,inviscid,1.1561,7.1165,0.4942,2.8337,0.0086,0.02,0.02,1.1561,10000,-0.5,False,0.9241,7.0966,0.2779,2.6122,0.0084,0.02,0.02,0.9241,15000,-0.5,False,0.8541,7.0591,0.2154,2.5375,0.0082,0.02,0.02,0.8541,25000,-0.5,False
143,8424,10000,inviscid,6421,25000,inviscid,2515,40000,viscous,1.1018,7.4533,0.4151,2.8661,0.0098,0.02,0.02,1.1018,10000,-0.5,False,0.8152,7.3214,0.157,2.5659,0.0092,0.02,0.02,0.8152,25000,-0.5,False,-0.1375,6.6987,-0.5475,0.7871,0.005651,0.009518,0.009518,-1.8125,40000,-0.5,True
144,3316,10000,inviscid,4414,15000,viscous,4413,20000,viscous,0.3681,7.0926,-0.2439,2.0922,0.0082,0.02,0.02,0.3681,10000,-0.5,False,-0.0589,3.4258,-0.408,0.7251,0.045419,0.163324,0.163324,-0.1698,15000,-0.5,True,-0.0175,3.4299,-0.4067,0.78,0.040588,0.172376,0.172376,-0.1186,20000,-0.5,True
145,8322,10000,inviscid,6417,20000,viscous,4514,30000,viscous,1.0161,7.3641,0.3421,2.7639,0.0094,0.02,0.02,1.0161,10000,-0.5,False,-0.1837,4.2851,-0.4616,0.7622,0.072491,0.202973,0.202973,-0.1077,20000,-0.5,True,-0.057,4.0242,-0.4477,0.8,0.037369,0.140519,0.140519,-0.1647,30000,-0.5,True
146,4723,10000,inviscid,4622,20000,viscous,3320,40000,inviscid,0.7744,7.423,0.1102,2.5528,0.0096,0.02,0.02,0.7744,10000,-0.5,False,-0.3689,3.7928,-0.4523,0.5728,0.074768,0.199073,0.199073,-0.2786,20000,-0.5,True,0.3789,7.3078,-0.2516,2.1554,0.009,0.02,0.02,0.3789,40000,-0.5,False
147,7515,10000,viscous,6513,25000,viscous,3610,25000,viscous,-0.2258,6.1389,-0.3673,0.7955,0.07081,0.146805,0.146805,-0.0736,10000,-0.5,True,0.0551,4.0198,-0.3697,0.9158,0.055342,0.23101,0.23101,0.1023,25000,-0.5,True,-0.0117,6.4822,-0.4265,1.0614,0.02811,0.01,0.01,0.0577,25000,-0.5,True
