config_id,naca_hub,re_hub,tier_hub,naca_mid,re_mid,tier_mid,naca_outer,re_outer,tier_outer,hub_CL0,hub_CL_a,hub_CLmin,hub_CLmax,hub_CD0,hub_CD2u,hub_CD2l,hub_CLCD0,hub_REref,hub_REexp,hub_xfoil_ok,mid_CL0,mid_CL_a,mid_CLmin,mid_CLmax,mid_CD0,mid_CD2u,mid_CD2l,mid_CLCD0,mid_REref,mid_REexp,mid_xfoil_ok,outer_CL0,outer_CL_a,outer_CLmin,outer_CLmax,outer_CD0,outer_CD2u,outer_CD2l,outer_CLCD0,outer_REref,outer_REexp,outer_xfoil_ok
453,1321,10000,inviscid,1517,15000,inviscid,2711,20000,viscous,0.1277,7.3802,-0.4936,1.9387,0.0092,0.02,0.02,0.1277,10000,-0.5,False,0.1462,7.1617,-0.4581,1.902,0.0084,0.02,0.02,0.1462,15000,-0.5,False,-0.0503,5.2587,-0.4681,0.7658,0.004279,0.032532,0.032532,-0.825,20000,-0.5,True
454,1216,10000,inviscid,2308,35000,viscous,2305,40000,viscous,0.1162,7.1107,-0.4819,1.8615,0.0082,0.02,0.02,0.1162,10000,-0.5,False,0.02,7.4136,-0.4006,0.9732,0.01984,0.01,0.01,0.0709,35000,-0.5,True,0.116,6.3912,-0.3725,0.8769,0.014319,0.150083,0.150083,0.3655,40000,-0.5,True
455,2322,10000,inviscid,4215,40000,inviscid,5212,40000,inviscid,0.2564,7.4253,-0.3765,2.07,0.0094,0.02,0.02,0.2564,10000,-0.5,False,0.4587,7.0368,-0.1542,2.163,0.008,0.02,0.02,0.4587,40000,-0.5,False,0.5584,6.8745,-0.047,2.216,0.008,0.02,0.02,0.5584,40000,-0.5,False
456,9618,10000,inviscid,6418,20000,viscous,2217,20000,inviscid,1.4379,7.0677,0.7629,3.0846,0.0086,0.02,0.02,1.4379,10000,-0.5,False,-0.2352,4.4386,-0.479,0.7422,0.075268,0.192574,0.192574,-0.1491,20000,-0.5,True,0.2336,7.1567,-0.3756,1.9825,0.0084,0.02,0.02,0.2336,20000,-0.5,False
457,4724,10000,inviscid,5620,30000,viscous,5619,25000,viscous,0.7777,7.477,0.1089,2.5694,0.0098,0.02,0.02,0.7777,10000,-0.5,False,-0.3488,5.4806,-0.4966,0.7223,0.066976,0.134046,0.134046,-0.2478,30000,-0.5,True,-0.3292,5.3042,-0.47,0.7315,0.063646,0.167177,0.167177,-0.1904,25000,-0.5,True
458,3821,10000,inviscid,1411,40000,viscous,1307,35000,viscous,0.7085,7.3195,0.0569,2.4658,0.0092,0.02,0.02,0.7085,10000,-0.5,False,-0.1029,7.9479,-0.4969,0.9088,0.02143,0.01,0.01,-0.0451,40000,-0.5,True,0.0062,6.5736,-0.454,0.7968,0.016982,0.125326,0.125326,0.2768,35000,-0.5,True
459,6315,10000,viscous,7313,15000,viscous,8310,25000,viscous,-0.1896,4.5704,-0.3906,0.6942,0.073736,0.189709,0.189709,-0.1287,10000,-0.5,True,-0.1086,4.7778,-0.3818,0.855,0.079673,0.167318,0.167318,-0.0275,15000,-0.5,True,-0.2939,8.1509,-0.396,1.0011,0.072492,0.070572,0.070572,-0.2177,25000,-0.5,True
460,2516,10000,inviscid,4614,25000,viscous,6712,30000,viscous,0.2896,7.0964,-0.3179,2.0199,0.0082,0.02,0.02,0.2896,10000,-0.5,False,-0.0396,3.9612,-0.4491,0.8103,0.039044,0.208205,0.208205,-0.0433,25000,-0.5,True,0.1017,5.2705,-0.3643,1.4617,0.04504,0.100061,0.100061,0.0467,30000,-0.5,True
461,1522,10000,inviscid,3520,10000,inviscid,8615,20000,viscous,0.1507,7.4328,-0.4763,1.9731,0.0094,0.02,0.02,0.1507,10000,-0.5,False,0.4448,7.2995,-0.189,2.2147,0.009,0.02,0.02,0.4448,10000,-0.5,False,-0.1488,6.2671,-0.3695,0.963,0.076901,0.151223,0.151223,0.0632,20000,-0.5,True
462,7724,10000,inviscid,7621,10000,inviscid,5308,30000,viscous,1.3355,7.3962,0.6394,3.0701,0.0098,0.02,0.02,1.3355,10000,-0.5,False,1.1499,7.2696,0.4757,2.8656,0.0092,0.02,0.02,1.1499,10000,-0.5,False,0.3151,3.2777,-0.2898,0.9558,0.037941,0.240511,0.240511,0.2735,30000,-0.5,True
463,3524,10000,inviscid,3522,30000,viscous,3522,25000,viscous,0.455,7.5165,-0.1974,2.2778,0.0098,0.02,0.02,0.455,10000,-0.5,False,-0.4706,5.0542,-0.6039,0.5369,0.06103,0.124081,0.124081,-0.4602,30000,-0.5,True,-0.4159,4.1554,-0.5633,0.5149,0.065207,0.160035,0.160035,-0.3944,25000,-0.5,True
464,2221,10000,inviscid,2519,10000,inviscid,1816,15000,inviscid,0.2403,7.3731,-0.3872,2.042,0.0092,0.02,0.02,0.2403,10000,-0.5,False,0.2953,7.2583,-0.3259,2.065,0.0088,0.02,0.02,0.2953,10000,-0.5,False,0.234,7.0999,-0.3704,1.9688,0.0082,0.02,0.02,0.234,15000,-0.5,False
465,0020,10000,inviscid,2517,10000,inviscid,7811,20000,viscous,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,10000,-0.5,False,0.2915,7.1501,-0.3206,2.0348,0.0084,0.02,0.02,0.2915,10000,-0.5,False,-0.0215,6.6162,-0.3525,1.0822,0.04838,0.160957,0.160957,0.1864,20000,-0.5,True
466,1420,10000,inviscid,1413,15000,inviscid,1411,20000,viscous,0.1363,7.3254,-0.4809,1.9332,0.009,0.02,0.02,0.1363,10000,-0.5,False,0.1296,6.9473,-0.4557,1.8338,0.008,0.02,0.02,0.1296,15000,-0.5,False,-0.0857,4.6787,-0.4944,0.6937,0.010666,0.055814,0.055814,-0.559,20000,-0.5,True
467,4718,10000,viscous,7617,25000,viscous,9616,25000,inviscid,-0.1655,3.3141,-0.1155,0.5872,0.064454,0.227872,0.227872,-0.1325,10000,-0.5,True,-0.1817,5.577,-0.3768,0.9,0.074513,0.154547,0.154547,-0.0274,25000,-0.5,True,1.4203,6.9644,0.755,3.0428,0.0082,0.02,0.02,1.4203,25000,-0.5,False
468,3220,10000,inviscid,4419,20000,viscous,4519,30000,viscous,0.3575,7.3107,-0.272,2.1361,0.009,0.02,0.02,0.3575,10000,-0.5,False,-0.2798,3.6858,-0.5121,0.6299,0.058775,0.183136,0.183136,-0.3072,20000,-0.5,True,-0.3172,4.9347,-0.5359,0.6724,0.054851,0.132524,0.132524,-0.3201,30000,-0.5,True
469,8419,10000,inviscid,5415,30000,viscous,1310,60000,viscous,1.068,7.1898,0.4055,2.7694,0.0088,0.02,0.02,1.068,10000,-0.5,False,-0.0961,4.2949,-0.3955,0.8015,0.05113,0.127561,0.127561,-0.1996,30000,-0.5,True,0.0421,6.8892,-0.4721,0.9546,0.017299,0.030434,0.030434,0.2462,60000,-0.5,True
470,7624,10000,inviscid,7624,10000,inviscid,8724,25000,inviscid,1.1679,7.4296,0.4794,2.9218,0.0098,0.02,0.02,1.1679,10000,-0.5,False,1.1679,7.4296,0.4794,2.9218,0.0098,0.02,0.02,1.1679,10000,-0.5,False,1.5141,7.3662,0.8097,3.2293,0.0098,0.02,0.02,1.5141,25000,-0.5,False
471,5821,10000,inviscid,3717,35000,viscous,2615,20000,viscous,1.157,7.255,0.4836,2.8686,0.0092,0.02,0.02,1.157,10000,-0.5,False,-0.2954,7.1297,-0.5439,0.7165,0.042409,0.050964,0.050964,-0.3297,35000,-0.5,True,-0.1228,3.0643,-0.369,0.6613,0.038555,0.297105,0.297105,-0.1163,20000,-0.5,True
472,1419,10000,inviscid,4414,25000,viscous,7307,50000,viscous,0.1354,7.2707,-0.4773,1.919,0.0088,0.02,0.02,0.1354,10000,-0.5,False,-0.0616,3.5132,-0.4345,0.772,0.03975,0.157006,0.157006,-0.1909,25000,-0.5,True,0.7104,4.0793,-0.2738,1.0182,0.029711,0.281749,0.281749,0.7864,50000,-0.5,True
473,5717,10000,viscous,3716,15000,viscous,1715,20000,inviscid,-0.1583,4.1747,-0.1157,0.6793,0.064486,0.199834,0.199834,-0.0808,10000,-0.5,True,-0.1296,3.4051,-0.1265,0.6674,0.047593,0.266695,0.266695,-0.0968,15000,-0.5,True,0.1881,7.0501,-0.4094,1.9137,0.008,0.02,0.02,0.1881,20000,-0.5,False
474,5620,10000,viscous,6316,20000,viscous,6214,20000,viscous,-0.1978,3.158,-0.151,0.5745,0.078771,0.200656,0.200656,-0.1711,10000,-0.5,True,-0.1716,4.2037,-0.4445,0.7653,0.07543,0.186196,0.186196,-0.1315,20000,-0.5,True,-0.0148,3.1888,-0.3946,0.7887,0.069352,0.139772,0.139772,-0.2339,20000,-0.5,True
475,0022,10000,inviscid,4315,20000,viscous,5212,30000,inviscid,0.0006,7.4442,-0.6183,1.8358,0.0094,0.02,0.02,0.0006,10000,-0.5,False,-0.1175,3.2929,-0.4308,0.7175,0.038871,0.128353,0.128353,-0.378,20000,-0.5,True,0.5584,6.8745,-0.047,2.216,0.008,0.02,0.02,0.5584,30000,-0.5,False
476,2421,10000,inviscid,3516,20000,viscous,5709,35000,viscous,0.2736,7.3691,-0.3557,2.0721,0.0092,0.02,0.02,0.2736,10000,-0.5,False,-0.1514,3.365,-0.4579,0.6744,0.043543,0.208517,0.208517,-0.1914,20000,-0.5,True,0.1494,7.4235,-0.4098,1.3397,0.03066,0.01,0.01,0.1639,35000,-0.5,True
477,5820,10000,inviscid,4817,25000,viscous,2708,45000,viscous,1.1521,7.2016,0.4835,2.8508,0.009,0.02,0.02,1.1521,10000,-0.5,False,-0.27,4.9885,-0.4309,0.7798,0.050359,0.172098,0.172098,-0.1663,25000,-0.5,True,0.0355,7.4323,-0.3975,0.9443,0.019448,0.067804,0.067804,0.3086,45000,-0.5,True
478,9318,10000,inviscid,8315,20000,inviscid,4305,35000,viscous,1.1102,7.1453,0.4487,2.7979,0.0086,0.02,0.02,1.1102,10000,-0.5,False,0.967,6.9989,0.3262,2.6281,0.008,0.02,0.02,0.967,20000,-0.5,False,0.2399,6.6825,-0.2707,1.1317,0.02113,0.01,0.01,0.2964,35000,-0.5,True
479,0023,10000,inviscid,4421,15000,inviscid,8318,20000,inviscid,0.0006,7.4986,-0.6227,1.8493,0.0096,0.02,0.02,0.0006,10000,-0.5,False,0.5455,7.3466,-0.0984,2.3204,0.0092,0.02,0.02,0.5455,15000,-0.5,False,0.9888,7.1546,0.3339,2.6869,0.0086,0.02,0.02,0.9888,20000,-0.5,False
480,3321,10000,inviscid,4418,10000,viscous,5615,20000,viscous,0.3813,7.3619,-0.2537,2.1709,0.0092,0.02,0.02,0.3813,10000,-0.5,False,-0.2045,3.3069,-0.1963,0.5399,0.060695,0.147186,0.147186,-0.3335,10000,-0.5,True,-0.084,4.4541,-0.4256,0.817,0.049103,0.19584,0.19584,-0.045,20000,-0.5,True
481,2221,10000,inviscid,2220,10000,inviscid,5514,25000,viscous,0.2403,7.3731,-0.3872,2.042,0.0092,0.02,0.02,0.2403,10000,-0.5,False,0.2387,7.3186,-0.3842,2.0271,0.009,0.02,0.02,0.2387,10000,-0.5,False,-0.0164,3.8883,-0.3706,0.8173,0.04877,0.208713,0.208713,-0.0127,25000,-0.5,True
482,5517,10000,viscous,4413,20000,viscous,3307,30000,viscous,-0.1578,3.8883,-0.1588,0.637,0.065669,0.179316,0.179316,-0.1548,10000,-0.5,True,-0.0175,3.4299,-0.4067,0.78,0.040588,0.172376,0.172376,-0.1186,20000,-0.5,True,0.0932,6.6479,-0.3565,1.0741,0.02181,0.01,0.01,0.1447,30000,-0.5,True
483,3722,10000,inviscid,5517,20000,viscous,7209,40000,inviscid,0.5807,7.3917,-0.069,2.3643,0.0094,0.02,0.02,0.5807,10000,-0.5,False,-0.2011,4.4199,-0.4552,0.7408,0.058303,0.199724,0.199724,-0.1384,20000,-0.5,True,0.759,6.7132,0.1545,2.3631,0.008,0.02,0.02,0.759,40000,-0.5,False
484,6723,10000,inviscid,5722,10000,inviscid,1417,30000,viscous,1.148,7.3712,0.4654,2.8889,0.0096,0.02,0.02,1.148,10000,-0.5,False,0.9583,7.3439,0.2896,2.7051,0.0094,0.02,0.02,0.9583,10000,-0.5,False,-0.1758,4.4943,-0.55,0.2934,0.041876,0.141187,0.141187,-0.2034,30000,-0.5,True
485,9414,10000,inviscid,8413,20000,inviscid,4411,20000,viscous,1.1564,6.9184,0.5109,2.7849,0.008,0.02,0.02,1.1564,10000,-0.5,False,1.0227,6.8775,0.3888,2.6501,0.008,0.02,0.02,1.0227,20000,-0.5,False,0.0642,3.4078,-0.3744,0.8307,0.037168,0.189805,0.189805,-0.008,20000,-0.5,True
486,7421,10000,inviscid,7518,15000,inviscid,6615,25000,viscous,0.9491,7.3081,0.2838,2.6876,0.0092,0.02,0.02,0.9491,10000,-0.5,False,1.0149,7.1331,0.3603,2.7059,0.0086,0.02,0.02,1.0149,15000,-0.5,False,-0.059,4.7864,-0.3674,0.8907,0.057863,0.20809,0.20809,0.0441,25000,-0.5,True
487,6319,10000,inviscid,2517,25000,viscous,1616,25000,viscous,0.7495,7.2257,0.1033,2.4809,0.0088,0.02,0.02,0.7495,10000,-0.5,False,-0.1998,3.0558,-0.5088,0.6017,0.035968,0.154945,0.154945,-0.3674,25000,-0.5,True,-0.1866,3.9977,-0.365,0.3273,0.018747,0.058551,0.058551,-0.7,25000,-0.5,True
488,4518,10000,viscous,5615,25000,viscous,7809,35000,viscous,-0.1922,3.4019,-0.1701,0.554,0.063316,0.187023,0.187023,-0.2202,10000,-0.5,True,-0.0813,4.5212,-0.4379,0.8499,0.049027,0.203591,0.203591,-0.0236,25000,-0.5,True,0.1607,7.3398,-0.4242,1.5331,0.04434,0.01,0.01,0.3217,35000,-0.5,True
489,6224,10000,inviscid,5322,15000,inviscid,2713,40000,inviscid,0.7315,7.5015,0.0634,2.5321,0.0098,0.02,0.02,0.7315,10000,-0.5,False,0.6382,7.396,-0.0154,2.4191,0.0094,0.02,0.02,0.6382,15000,-0.5,False,0.3702,6.9262,-0.2281,2.0531,0.008,0.02,0.02,0.3702,40000,-0.5,False
490,6621,10000,inviscid,5519,10000,viscous,1315,20000,inviscid,0.9901,7.2909,0.3239,2.7216,0.0092,0.02,0.02,0.9901,10000,-0.5,False,-0.2034,3.5065,-0.1732,0.5822,0.074388,0.193953,0.193953,-0.1862,10000,-0.5,True,0.1223,7.0561,-0.4717,1.8537,0.008,0.02,0.02,0.1223,20000,-0.5,False
491,1718,10000,inviscid,3615,15000,viscous,6509,30000,viscous,0.1913,7.2118,-0.4199,1.9565,0.0086,0.02,0.02,0.1913,10000,-0.5,False,-0.1033,3.4659,-0.2369,0.6773,0.044104,0.239657,0.239657,-0.0962,15000,-0.5,True,0.2582,3.6413,-0.3868,1.3954,0.043669,0.248419,0.248419,0.2793,30000,-0.5,True
492,6412,10000,viscous,2307,40000,viscous,1306,50000,viscous,-0.0288,4.5989,-0.3497,0.7966,0.059062,0.165734,0.165734,-0.0176,10000,-0.5,True,0.0699,7.0993,-0.3468,0.9454,0.020144,0.035867,0.035867,0.191,40000,-0.5,True,0.0289,6.6778,-0.3966,0.8038,0.012881,0.124533,0.124533,0.2738,50000,-0.5,True
493,6222,10000,inviscid,5220,20000,viscous,2316,35000,viscous,0.7221,7.3949,0.0636,2.4971,0.0094,0.02,0.02,0.7221,10000,-0.5,False,-0.3376,4.2945,-0.5159,0.5946,0.06548,0.117943,0.117943,-0.5543,20000,-0.5,True,0.0369,3.2191,-0.5603,0.6321,0.039866,0.432891,0.432891,0.0602,35000,-0.5,True
494,6523,10000,inviscid,3421,20000,inviscid,1420,25000,inviscid,0.8991,7.4156,0.228,2.6675,0.0096,0.02,0.02,0.8991,10000,-0.5,False,0.4097,7.358,-0.2269,2.1965,0.0092,0.02,0.02,0.4097,20000,-0.5,False,0.1363,7.3254,-0.4809,1.9332,0.009,0.02,0.02,0.1363,25000,-0.5,False
495,1815,10000,inviscid,2814,15000,viscous,3813,25000,inviscid,0.2328,7.0464,-0.3671,1.9544,0.008,0.02,0.02,0.2328,10000,-0.5,False,-0.0801,3.1636,-0.0714,0.6793,0.039252,0.350474,0.350474,-0.0317,15000,-0.5,True,0.6821,6.8907,0.0678,2.3356,0.008,0.02,0.02,0.6821,25000,-0.5,False
496,9519,10000,inviscid,5611,35000,viscous,4608,50000,viscous,1.3039,7.1517,0.6301,2.9802,0.0088,0.02,0.02,1.3039,10000,-0.5,False,0.1108,5.3959,-0.3866,1.3862,0.03611,0.01,0.01,0.1626,35000,-0.5,True,0.1388,7.7952,-0.4189,1.2039,0.02363,0.01,0.01,0.2111,50000,-0.5,True
497,1517,10000,inviscid,1516,15000,inviscid,2312,25000,viscous,0.1462,7.1617,-0.4581,1.902,0.0084,0.02,0.02,0.1462,10000,-0.5,False,0.1452,7.1077,-0.4545,1.8878,0.0082,0.02,0.02,0.1452,15000,-0.5,False,-0.083,4.8558,-0.4588,0.4255,0.022787,0.074904,0.074904,-0.3655,25000,-0.5,True
498,6822,10000,inviscid,3620,20000,inviscid,2619,20000,inviscid,1.3763,7.2722,0.6881,3.0775,0.0094,0.02,0.02,1.3763,10000,-0.5,False,0.4973,7.2931,-0.1392,2.2622,0.009,0.02,0.02,0.4973,20000,-0.5,False,0.3305,7.2542,-0.2926,2.0969,0.0088,0.02,0.02,0.3305,20000,-0.5,False
499,5522,10000,inviscid,5521,10000,inviscid,5518,25000,viscous,0.747,7.378,0.0882,2.5162,0.0094,0.02,0.02,0.747,10000,-0.5,False,0.7427,7.3243,0.0886,2.499,0.0092,0.02,0.02,0.7427,10000,-0.5,False,-0.2407,4.6494,-0.4815,0.7373,0.061192,0.167621,0.167621,-0.1887,25000,-0.5,True
500,8322,10000,inviscid,7618,20000,viscous,6816,20000,viscous,1.0161,7.3641,0.3421,2.7639,0.0094,0.02,0.02,1.0161,10000,-0.5,False,-0.2969,5.9337,-0.417,0.8525,0.077316,0.168598,0.168598,-0.0652,20000,-0.5,True,-0.324,6.2647,-0.3679,0.8997,0.057883,0.177742,0.177742,-0.0618,20000,-0.5,True
501,2618,10000,inviscid,3514,20000,viscous,4510,20000,viscous,0.3286,7.2005,-0.2899,2.0819,0.0086,0.02,0.02,0.3286,10000,-0.5,False,-0.0709,3.3768,-0.4495,0.7262,0.039316,0.226746,0.226746,-0.0921,20000,-0.5,True,0.1248,3.568,-0.3842,0.8731,0.035845,0.234109,0.234109,0.1351,20000,-0.5,True
502,1221,10000,inviscid,1319,10000,inviscid,3709,25000,viscous,0.1206,7.3812,-0.5004,1.9322,0.0092,0.02,0.02,0.1206,10000,-0.5,False,0.126,7.2718,-0.4861,1.9104,0.0088,0.02,0.02,0.126,10000,-0.5,False,0.02,7.3478,-0.4284,1.0547,0.02656,0.01,0.01,0.0918,25000,-0.5,True
503,1823,10000,inviscid,3622,20000,inviscid,5420,25000,viscous,0.2409,7.4796,-0.3956,2.0688,0.0096,0.02,0.02,0.2409,10000,-0.5,False,0.5027,7.4009,-0.1431,2.294,0.0094,0.02,0.02,0.5027,20000,-0.5,False,-0.3359,4.7653,-0.5304,0.6621,0.068532,0.146802,0.146802,-0.3164,25000,-0.5,True
504,1419,10000,inviscid,1419,10000,inviscid,1719,20000,inviscid,0.1354,7.2707,-0.4773,1.919,0.0088,0.02,0.02,0.1354,10000,-0.5,False,0.1354,7.2707,-0.4773,1.919,0.0088,0.02,0.02,0.1354,10000,-0.5,False,0.1923,7.2659,-0.4234,1.9708,0.0088,0.02,0.02,0.1923,20000,-0.5,False
505,2623,10000,inviscid,4721,20000,viscous,6720,25000,viscous,0.3376,7.4714,-0.304,2.1572,0.0096,0.02,0.02,0.3376,10000,-0.5,False,-0.2955,3.3882,-0.383,0.6303,0.072429,0.222805,0.222805,-0.2133,20000,-0.5,True,-0.4159,5.85,-0.435,0.7947,0.075956,0.150745,0.150745,-0.172,25000,-0.5,True
506,7321,10000,inviscid,5320,20000,viscous,2319,35000,inviscid,0.8849,7.322,0.2225,2.631,0.0092,0.02,0.02,0.8849,10000,-0.5,False,-0.3384,4.2221,-0.5281,0.6177,0.071779,0.15882,0.15882,-0.3624,20000,-0.5,True,0.2512,7.2626,-0.3678,2.025,0.0088,0.02,0.02,0.2512,35000,-0.5,False
507,1821,10000,inviscid,1819,15000,inviscid,1710,30000,viscous,0.2391,7.3706,-0.3881,2.0403,0.0092,0.02,0.02,0.2391,10000,-0.5,False,0.2372,7.2619,-0.3809,2.0117,0.0088,0.02,0.02,0.2372,15000,-0.5,False,-0.1097,7.5866,-0.4949,0.8439,0.024213,0.026459,0.026459,-0.0983,30000,-0.5,True
508,5818,10000,viscous,3714,20000,viscous,2713,25000,inviscid,-0.1687,3.3536,-0.1047,0.634,0.069847,0.196626,0.196626,-0.1235,10000,-0.5,True,-0.0608,3.6651,-0.433,0.7577,0.037293,0.274139,0.274139,-0.0247,20000,-0.5,True,0.3702,6.9262,-0.2281,2.0531,0.008,0.02,0.02,0.3702,25000,-0.5,False
509,8821,10000,inviscid,8819,10000,inviscid,9611,35000,viscous,1.7738,7.1431,1.0721,3.4167,0.0092,0.02,0.02,1.7738,10000,-0.5,False,1.7577,7.0386,1.0656,3.3759,0.0088,0.02,0.02,1.7577,10000,-0.5,False,0.0549,6.8979,-0.4163,1.625,0.069624,0.102856,0.102856,0.1547,35000,-0.5,True
510,0022,10000,inviscid,0020,25000,inviscid,0019,20000,inviscid,0.0006,7.4442,-0.6183,1.8358,0.0094,0.02,0.02,0.0006,10000,-0.5,False,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,25000,-0.5,False,0.0007,7.2807,-0.6046,1.7956,0.0088,0.02,0.02,0.0007,20000,-0.5,False
511,0022,10000,inviscid,2417,30000,viscous,4309,50000,viscous,0.0006,7.4442,-0.6183,1.8358,0.0094,0.02,0.02,0.0006,10000,-0.5,False,-0.2412,3.6841,-0.5818,0.6175,0.023577,0.083813,0.083813,-0.6467,30000,-0.5,True,0.3959,5.1716,-0.3551,1.2893,0.022799,0.122913,0.122913,0.5027,50000,-0.5,True
512,2317,10000,inviscid,4414,15000,viscous,8607,30000,viscous,0.2477,7.155,-0.3621,1.9952,0.0084,0.02,0.02,0.2477,10000,-0.5,False,-0.0589,3.4258,-0.408,0.7251,0.045419,0.163324,0.163324,-0.1698,15000,-0.5,True,0.1019,7.4691,-0.4044,1.5538,0.034067,0.105314,0.105314,0.1682,30000,-0.5,True
513,1723,10000,inviscid,2620,20000,inviscid,6312,50000,inviscid,0.1959,7.4834,-0.4381,2.0279,0.0096,0.02,0.02,0.1959,10000,-0.5,False,0.3323,7.3086,-0.2954,2.112,0.009,0.02,0.02,0.3323,20000,-0.5,False,0.7103,6.8579,0.0969,2.3537,0.008,0.02,0.02,0.7103,50000,-0.5,False
514,6519,10000,inviscid,1318,20000,inviscid,0018,25000,inviscid,0.8782,7.2016,0.2261,2.5952,0.0088,0.02,0.02,0.8782,10000,-0.5,False,0.1251,7.2177,-0.4825,1.8962,0.0086,0.02,0.02,0.1251,20000,-0.5,False,0.0007,7.2262,-0.6,1.7822,0.0086,0.02,0.02,0.0007,25000,-0.5,False
515,6621,10000,inviscid,6519,10000,inviscid,5211,20000,inviscid,0.9901,7.2909,0.3239,2.7216,0.0092,0.02,0.02,0.9901,10000,-0.5,False,0.8782,7.2016,0.2261,2.5952,0.0088,0.02,0.02,0.8782,10000,-0.5,False,0.5536,6.8227,-0.0473,2.1987,0.008,0.02,0.02,0.5536,20000,-0.5,False
516,1823,10000,inviscid,2822,10000,inviscid,3721,15000,inviscid,0.2409,7.4796,-0.3956,2.0688,0.0096,0.02,0.02,0.2409,10000,-0.5,False,0.4774,7.4014,-0.1668,2.2703,0.0094,0.02,0.02,0.4774,10000,-0.5,False,0.5781,7.3372,-0.0669,2.3486,0.0092,0.02,0.02,0.5781,15000,-0.5,False
517,6318,10000,inviscid,4414,40000,viscous,3412,25000,viscous,0.7442,7.173,0.1027,2.4631,0.0086,0.02,0.02,0.7442,10000,-0.5,False,0.0808,4.7596,-0.4358,0.4385,0.041432,0.150141,0.150141,0.0182,40000,-0.5,True,-0.0078,3.3077,-0.425,0.771,0.033704,0.215233,0.215233,-0.0549,25000,-0.5,True
518,5416,10000,viscous,4413,15000,viscous,2509,25000,viscous,-0.1317,3.7131,-0.2915,0.6453,0.062899,0.161117,0.161117,-0.1984,10000,-0.5,True,-0.0185,3.4175,-0.3911,0.7508,0.043658,0.170663,0.170663,-0.1161,15000,-0.5,True,-0.0577,7.032,-0.4248,0.9339,0.02449,0.01,0.01,0.0366,25000,-0.5,True
519,8618,10000,inviscid,8617,15000,inviscid,5513,30000,viscous,1.2854,7.0899,0.6179,2.9477,0.0086,0.02,0.02,1.2854,10000,-0.5,False,1.2776,7.0375,0.6149,2.9275,0.0084,0.02,0.02,1.2776,15000,-0.5,False,0.0356,3.9573,-0.3154,0.8874,0.043977,0.165745,0.165745,-0.0193,30000,-0.5,True
520,7723,10000,inviscid,6719,20000,viscous,4712,25000,viscous,1.3295,7.3427,0.6382,3.0513,0.0096,0.02,0.02,1.3295,10000,-0.5,False,-0.4063,5.9836,-0.4053,0.8,0.070167,0.180017,0.180017,-0.1369,20000,-0.5,True,0.0249,5.1654,-0.4499,0.9324,0.019084,0.044803,0.044803,-0.4961,25000,-0.5,True
521,5419,10000,viscous,5518,15000,viscous,4716,25000,viscous,-0.2176,3.3953,-0.1894,0.5625,0.074232,0.169464,0.169464,-0.2639,10000,-0.5,True,-0.2316,4.2731,-0.4345,0.6862,0.064041,0.178653,0.178653,-0.1933,15000,-0.5,True,-0.1865,4.8246,-0.4522,0.7847,0.044872,0.181911,0.181911,-0.123,25000,-0.5,True
522,6318,10000,inviscid,4616,20000,viscous,3814,35000,inviscid,0.7442,7.173,0.1027,2.4631,0.0086,0.02,0.02,0.7442,10000,-0.5,False,-0.1231,3.8376,-0.4355,0.7362,0.048355,0.226031,0.226031,-0.0957,20000,-0.5,True,0.6858,6.9439,0.0669,2.3521,0.008,0.02,0.02,0.6858,35000,-0.5,False
523,6722,10000,inviscid,6621,15000,inviscid,5519,25000,viscous,1.1427,7.3177,0.4648,2.8707,0.0094,0.02,0.02,1.1427,10000,-0.5,False,0.9901,7.2909,0.3239,2.7216,0.0092,0.02,0.02,0.9901,15000,-0.5,False,-0.2964,4.8463,-0.4929,0.703,0.064555,0.161856,0.161856,-0.2249,25000,-0.5,True
524,4520,10000,inviscid,1716,30000,viscous,0015,25000,viscous,0.592,7.2854,-0.0496,2.3487,0.009,0.02,0.02,0.592,10000,-0.5,False,-0.174,5.218,-0.5044,0.5991,0.037967,0.094833,0.094833,-0.178,30000,-0.5,True,-0.1346,4.3311,-0.2813,0.5453,0.037754,0.178809,0.178809,-0.0798,25000,-0.5,True
525,3717,10000,viscous,3716,25000,viscous,3714,35000,viscous,-0.1461,3.0774,-0.1062,0.5484,0.056942,0.259391,0.259391,-0.1277,10000,-0.5,True,-0.1388,3.7022,-0.4682,0.7226,0.041746,0.206217,0.206217,-0.1469,25000,-0.5,True,-0.1778,8.0115,-0.4862,1.1639,0.03218,0.01,0.01,-0.0733,35000,-0.5,True
526,3521,10000,inviscid,1618,25000,inviscid,1617,30000,viscous,0.4475,7.3533,-0.191,2.2306,0.0092,0.02,0.02,0.4475,10000,-0.5,False,0.1648,7.2141,-0.4449,1.9324,0.0086,0.02,0.02,0.1648,25000,-0.5,False,-0.1665,4.4425,-0.5177,0.5677,0.042727,0.157416,0.157416,-0.1315,30000,-0.5,True
