config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,frontal_area_m2,T_static_N,Pshaft_ref_W,Q_ref_Nm,T_over_W_static,h_max_m,flight_time_s,hover_time_s,v_max_up_m_s,v_impact_m_s,rpm_impact,spin_stop_time_s
2232,True,False,4000.0,0.016567,4.5e-05,0.001822,0.01383,0.462024,0.001103,0.085095,0.0,0.0,0.0,0.0,0.0,4000.0,
2233,True,True,4000.0,0.008229,2.1e-05,0.001382,0.1415,0.821422,0.001961,1.752792,6.515703,4.827581,1.47487,3.504309,-5.884708,1942.391956,
2234,True,False,4000.0,0.012163,3.4e-05,0.001382,0.04292,0.425581,0.001016,0.359718,0.0,0.0,0.0,0.0,0.0,4000.0,
2235,True,True,4000.0,0.005822,1.5e-05,0.000635,0.2262,1.254124,0.002994,3.960234,23.47893,7.264047,2.013075,10.682337,-9.754369,876.53431,
2236,True,True,4000.0,0.024688,6e-05,0.001847,0.3664,1.503776,0.00359,1.512896,6.792737,5.292773,1.590483,3.141304,-6.604136,2270.434433,
2237,True,True,4000.0,0.010751,1.9e-05,0.00098,0.4304,2.179009,0.005202,4.081064,19.490517,6.082128,1.533224,10.086281,-10.54534,796.200473,
2238,True,True,4000.0,0.01663,8e-05,0.002199,0.2865,1.918466,0.00458,1.756109,13.049755,7.321043,2.371089,4.801572,-7.005852,1996.700723,
2239,True,True,4000.0,0.016492,3.1e-05,0.001006,0.379,2.044967,0.004882,2.342576,12.272336,5.330187,1.414858,6.105009,-10.086982,1337.119555,
2240,False,False,4000.0,0.007462,2.2e-05,0.001119,,,,,,,,,,,
2241,True,True,4000.0,0.004081,9e-06,0.000616,0.06346,1.110448,0.002651,1.585229,0.514702,1.324623,0.373725,0.930491,-2.215625,2085.476951,
2242,True,True,4000.0,0.016332,3.9e-05,0.001081,0.4887,2.19702,0.005245,3.050165,29.220344,8.308869,2.330367,10.610892,-11.915952,1094.919975,
2243,True,True,4000.0,0.010026,4.3e-05,0.001181,0.2339,2.315982,0.005529,2.378078,13.312946,6.007706,1.745143,6.241538,-8.305109,1399.719333,
2244,True,True,4000.0,0.00489,1.6e-05,0.000672,0.1317,0.909805,0.002172,2.745386,16.57105,6.757979,2.019496,7.407365,-8.141058,1252.246258,
2245,True,False,4000.0,0.023245,5e-05,0.001043,0.1468,0.96049,0.002293,0.643776,0.0,0.0,0.0,0.0,0.0,4000.0,
2246,True,False,4000.0,0.017113,4.2e-05,0.001439,0.02527,0.271434,0.000648,0.150522,0.0,0.0,0.0,0.0,0.0,4000.0,
2247,True,False,4000.0,0.01048,2.7e-05,0.001345,0.04016,0.066602,0.000159,0.390626,0.0,0.0,0.0,0.0,0.0,4000.0,
2248,True,False,4000.0,0.014912,2.8e-05,0.00098,0.02222,0.436472,0.001042,0.151898,0.0,0.0,0.0,0.0,0.0,4000.0,
2249,True,True,4000.0,0.009508,2.3e-05,0.001382,0.09899,0.283162,0.000676,1.061279,0.075231,1.330934,0.433276,0.1282,-0.372079,3661.329714,
2250,True,False,4000.0,0.015009,3.8e-05,0.000672,0.03853,0.92656,0.002212,0.261683,0.0,0.0,0.0,0.0,0.0,4000.0,
2251,True,False,4000.0,0.006907,1.4e-05,0.000616,0.0347,0.56046,0.001338,0.512137,0.0,0.0,0.0,0.0,0.0,4000.0,
2252,True,True,4000.0,0.013596,6.6e-05,0.002124,0.1792,1.245327,0.002973,1.343543,3.767763,4.65078,1.475206,1.958831,-4.231079,2664.412494,
2253,False,False,4000.0,0.013951,3.1e-05,0.00066,,,,,,,,,,,
2254,True,True,4000.0,0.010545,3.3e-05,0.001156,0.131,0.38872,0.000928,1.266321,4.806689,5.795246,1.857575,1.981348,-4.476425,2879.528101,
2255,True,True,4000.0,0.016978,6.4e-05,0.001684,0.821,5.579469,0.01332,4.929228,33.750086,8.816859,2.458123,13.876657,-10.476114,747.040442,
2256,False,False,4000.0,0.009192,2.3e-05,0.000666,,,,,,,,,,,
2257,True,False,4000.0,0.00735,1.9e-05,0.001056,0.05307,0.453646,0.001083,0.736021,0.0,0.0,0.0,0.0,0.0,4000.0,
2258,True,True,4000.0,0.005829,1.2e-05,0.000635,0.5416,4.863185,0.01161,9.471155,15.659632,4.566825,0.876769,12.468785,-10.229278,339.157702,
2259,True,True,4000.0,0.024136,5.8e-05,0.000691,1.114,6.982713,0.01667,4.704851,38.58344,7.748213,1.694517,15.141246,-17.963758,634.014773,
2260,True,True,4000.0,0.028366,8.1e-05,0.001948,0.2975,1.417487,0.003384,1.06912,0.052633,1.050208,0.340134,0.113729,-0.329766,3621.527754,
2261,True,True,4000.0,0.009136,2.3e-05,0.000691,0.09456,1.032118,0.002464,1.055053,0.003909,0.318955,0.103833,0.027759,-0.081099,3693.004987,
2262,True,True,4000.0,0.007374,2.2e-05,0.001382,0.07744,0.555852,0.001327,1.070574,0.026139,0.732925,0.237375,0.08095,-0.234463,3614.317175,
2263,True,True,4000.0,0.011808,3.4e-05,0.001477,0.4558,2.057534,0.004912,3.934754,30.728954,9.356521,2.842883,11.582199,-9.058705,947.257142,
2264,False,False,4000.0,0.028929,8.7e-05,0.002023,,,,,,,,,,,
2265,True,False,4000.0,0.007738,1.9e-05,0.001043,0.06123,0.291959,0.000697,0.806584,0.0,0.0,0.0,0.0,0.0,4000.0,
2266,True,True,4000.0,0.015874,3.9e-05,0.00142,0.1933,0.607375,0.00145,1.241313,2.344717,4.066546,1.276312,1.349026,-3.40025,2933.747969,
2267,True,False,4000.0,0.014357,2.7e-05,0.00061,0.0911,0.909805,0.002172,0.646807,0.0,0.0,0.0,0.0,0.0,4000.0,
2268,True,False,4000.0,0.008794,2.6e-05,0.001131,0.03174,1.42377,0.003399,0.367939,0.0,0.0,0.0,0.0,0.0,4000.0,
2269,True,False,4000.0,0.01107,3.7e-05,0.001477,0.07432,0.783723,0.001871,0.684366,0.0,0.0,0.0,0.0,0.0,4000.0,
2270,True,True,4000.0,0.015752,4.7e-05,0.001131,0.2043,0.80718,0.001927,1.3221,4.295377,4.934675,1.524065,2.065685,-4.900994,2696.959356,
2271,True,True,4000.0,0.014856,3.9e-05,0.00071,0.1522,1.106259,0.002641,1.044378,0.005333,0.413384,0.135264,0.029187,-0.085697,3749.088302,
2272,True,True,4000.0,0.012694,4.8e-05,0.001194,0.1469,0.84823,0.002025,1.179619,0.824229,2.699299,0.851699,0.704382,-1.900567,3142.856476,
2273,True,True,4000.0,0.01194,3.3e-05,0.001496,0.2663,0.960908,0.002294,2.273513,23.312494,9.355901,3.076982,7.4835,-8.114512,1574.726747,
2274,True,True,4000.0,0.01965,5.6e-05,0.001144,1.065,9.07292,0.02166,5.524836,27.259537,6.561196,1.46778,13.578586,-13.457528,570.853271,
2275,True,True,4000.0,0.016809,5.9e-05,0.001973,0.4075,1.794478,0.004284,2.471196,27.665742,10.074606,3.313351,8.512855,-8.5756,1461.674526,
2276,True,True,4000.0,0.012686,4e-05,0.001144,0.8424,5.009793,0.01196,6.768847,37.584342,8.68408,2.247132,16.895023,-11.285313,558.698063,
2277,True,True,4000.0,0.011617,4.2e-05,0.001207,0.6623,4.011604,0.009577,5.811632,37.217921,9.300615,2.592993,15.474741,-10.366479,660.931083,
2278,True,False,4000.0,0.013661,4e-05,0.001458,0.09332,0.718796,0.001716,0.696352,0.0,0.0,0.0,0.0,0.0,4000.0,
2279,True,False,4000.0,0.013182,2.4e-05,0.00098,0.05744,0.425162,0.001015,0.444201,0.0,0.0,0.0,0.0,0.0,4000.0,
2280,False,False,4000.0,0.01798,4.1e-05,0.00066,,,,,,,,,,,
2281,True,False,4000.0,0.013172,2.2e-05,0.00061,0.08078,0.573445,0.001369,0.625171,0.0,0.0,0.0,0.0,0.0,4000.0,
2282,True,True,4000.0,0.010011,2.5e-05,0.001068,0.5369,2.800625,0.006686,5.467044,29.595879,7.915505,2.12754,13.722885,-10.206919,669.71612,
2283,True,False,4000.0,0.009547,2.6e-05,0.001364,0.04281,0.451133,0.001077,0.457098,0.0,0.0,0.0,0.0,0.0,4000.0,
2284,True,True,4000.0,0.005505,1.7e-05,0.000679,0.1028,0.94164,0.002248,1.903436,5.917912,4.15968,1.187488,3.653223,-6.55435,1717.671849,
2285,True,False,4000.0,0.015631,2.7e-05,0.000616,0.1101,0.652614,0.001558,0.718023,0.0,0.0,0.0,0.0,0.0,4000.0,
2286,True,True,4000.0,0.0102,2.8e-05,0.001043,0.6491,4.402419,0.01051,6.487277,26.856573,6.998861,1.729268,14.228182,-10.571211,552.306439,
2287,True,False,4000.0,0.026612,7.1e-05,0.00159,0.2274,0.947504,0.002262,0.871042,0.0,0.0,0.0,0.0,0.0,4000.0,
2288,False,False,4000.0,0.016952,3.6e-05,0.00066,,,,,,,,,,,
2289,True,True,4000.0,0.010644,2.3e-05,0.000641,0.2531,0.84446,0.002016,2.423888,28.89461,8.929064,2.623565,9.24568,-11.77935,1385.798923,
2290,True,True,4000.0,0.009952,2.4e-05,0.001043,0.1058,0.817233,0.001951,1.08374,0.023705,0.643536,0.20735,0.083726,-0.241291,3549.763448,
2291,True,True,4000.0,0.012688,3.9e-05,0.001131,0.4257,1.930195,0.004608,3.420021,35.634758,9.941838,3.004128,11.882764,-10.550319,1051.448589,
2292,True,True,4000.0,0.01063,3.3e-05,0.001093,0.2548,0.963841,0.002301,2.443348,30.043379,10.401334,3.403441,8.872983,-9.141421,1470.211523,
2293,True,True,4000.0,0.024087,8.4e-05,0.001684,0.2483,1.725363,0.004119,1.050815,0.015227,0.654338,0.214107,0.052688,-0.154193,3715.107208,
2294,True,False,4000.0,0.018136,5.2e-05,0.001533,0.1381,0.379504,0.000906,0.776228,0.0,0.0,0.0,0.0,0.0,4000.0,
2295,True,False,4000.0,0.014866,4.1e-05,0.001093,0.0438,0.54915,0.001311,0.30033,0.0,0.0,0.0,0.0,0.0,4000.0,
2296,True,True,4000.0,0.012404,4.4e-05,0.001873,0.1297,0.487156,0.001163,1.065907,0.113235,1.578256,0.51379,0.162868,-0.4707,3638.082466,
2297,True,True,4000.0,0.014731,6.1e-05,0.001703,0.216,1.502938,0.003588,1.49468,5.979641,5.139495,1.587323,2.875047,-5.753671,2325.877494,
2298,True,True,4000.0,0.012995,4.8e-05,0.001207,0.1428,1.239882,0.00296,1.120153,0.121167,1.231225,0.392594,0.22472,-0.635609,3382.490047,
2299,False,False,4000.0,0.008751,2e-05,0.00066,,,,,,,,,,,
2300,True,True,4000.0,0.009349,2.6e-05,0.000679,0.2212,1.350047,0.003223,2.411805,17.25533,6.568855,1.84235,7.260168,-10.340124,1346.776462,
2301,True,True,4000.0,0.011997,2.9e-05,0.00142,0.2397,0.931587,0.002224,2.036766,15.903185,7.401734,2.323082,5.997321,-7.974418,1696.708614,
2302,True,True,4000.0,0.008783,3.4e-05,0.001609,0.1714,0.838596,0.002002,1.989369,16.399182,8.569412,2.93277,5.608828,-6.385579,1819.76057,
2303,True,False,4000.0,0.007605,2.5e-05,0.001477,0.0638,0.498047,0.001189,0.855159,0.0,0.0,0.0,0.0,0.0,4000.0,
2304,True,False,4000.0,0.008455,2.6e-05,0.001439,0.0,0.680678,0.001625,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2305,False,False,4000.0,0.016286,4.3e-05,0.001119,,,,,,,,,,,
2306,True,False,4000.0,0.021404,4.5e-05,0.000654,0.1224,1.868619,0.004461,0.582918,0.0,0.0,0.0,0.0,0.0,4000.0,
2307,False,False,4000.0,0.028333,8.6e-05,0.002023,,,,,,,,,,,
2308,True,True,4000.0,0.011241,2.6e-05,0.000647,0.6447,3.831905,0.009148,5.846559,33.054699,7.347984,1.692858,15.282049,-13.801668,560.343008,
2309,True,False,4000.0,0.019074,4.6e-05,0.001722,0.09959,0.324212,0.000774,0.532239,0.0,0.0,0.0,0.0,0.0,4000.0,
2310,True,False,4000.0,0.024476,8e-05,0.001703,0.0,3.573876,0.008532,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2311,True,True,4000.0,0.005423,1.6e-05,0.001031,0.4044,1.787357,0.004267,7.601402,30.691227,9.226777,2.664829,14.886778,-7.736675,567.308268,
2312,True,False,4000.0,0.014425,4e-05,0.001169,0.0,1.11715,0.002667,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2313,True,False,4000.0,0.015336,2.7e-05,0.00098,0.03549,0.681516,0.001627,0.235905,0.0,0.0,0.0,0.0,0.0,4000.0,
2314,True,True,4000.0,0.01212,3.1e-05,0.00142,0.3657,2.426985,0.005794,3.075639,15.891983,6.064246,1.680576,7.881275,-8.949352,1079.431406,
2315,True,True,4000.0,0.007557,2.7e-05,0.001131,0.1979,2.127905,0.00508,2.66965,10.314151,5.00121,1.402677,5.917564,-7.576672,1228.310025,
2316,True,True,4000.0,0.018047,4.9e-05,0.001181,0.3694,2.365829,0.005648,2.086506,12.708816,5.818964,1.622316,5.726795,-9.632348,1546.75794,
2317,True,False,4000.0,0.018373,5.8e-05,0.001156,0.0,1.389003,0.003316,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2318,False,False,4000.0,0.015735,6.2e-05,0.002023,,,,,,,,,,,
2319,True,False,4000.0,0.017656,4.3e-05,0.001496,0.06462,0.565068,0.001349,0.37309,0.0,0.0,0.0,0.0,0.0,4000.0,
2320,True,False,4000.0,0.01761,7.1e-05,0.002049,0.128,0.310808,0.000742,0.74094,0.0,0.0,0.0,0.0,0.0,4000.0,
2321,True,False,4000.0,0.01393,3.8e-05,0.001093,0.0768,1.438012,0.003433,0.562011,0.0,0.0,0.0,0.0,0.0,4000.0,
2322,True,True,4000.0,0.014569,3.5e-05,0.001401,0.1923,0.914832,0.002184,1.345462,2.395003,3.549847,1.084511,1.597389,-3.85927,2625.575991,
2323,True,False,4000.0,0.010579,2.7e-05,0.001081,0.04488,1.236531,0.002952,0.432445,0.0,0.0,0.0,0.0,0.0,4000.0,
2324,True,True,4000.0,0.009655,2.6e-05,0.00071,0.2278,1.520112,0.003629,2.405041,14.601654,5.937954,1.62575,6.707136,-10.011234,1332.333486,
2325,True,False,4000.0,0.005837,1.8e-05,0.000704,0.0,1.381463,0.003298,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2326,True,False,4000.0,0.007512,1.8e-05,0.000647,0.0,0.598997,0.00143,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2327,True,False,4000.0,0.010069,3.5e-05,0.001194,0.0,1.67761,0.004005,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2328,True,True,4000.0,0.016939,3.7e-05,0.001043,0.2771,1.086572,0.002594,1.667589,9.779596,5.835314,1.71455,4.184851,-8.215056,2011.839054,
2329,True,True,4000.0,0.007165,1.2e-05,0.000597,0.1374,0.423068,0.00101,1.954856,14.25381,6.667742,1.981399,5.682873,-8.919667,1712.667056,
2330,True,True,4000.0,0.011897,4.7e-05,0.001973,0.1712,0.764035,0.001824,1.466832,8.554883,6.836737,2.271303,3.212864,-5.406046,2448.556459,
2331,False,False,4000.0,0.011572,3.9e-05,0.001552,,,,,,,,,,,
2332,True,False,4000.0,0.014183,4.3e-05,0.001181,0.1321,0.604024,0.001442,0.949445,0.0,0.0,0.0,0.0,0.0,4000.0,
2333,True,False,4000.0,0.017578,4.4e-05,0.001458,0.08006,0.361911,0.000864,0.464286,0.0,0.0,0.0,0.0,0.0,4000.0,
2334,True,True,4000.0,0.018108,4.8e-05,0.000691,0.2169,2.200371,0.005253,1.220994,0.234616,1.305212,0.403112,0.414848,-1.12894,2986.52986,
2335,True,False,4000.0,0.025195,7.8e-05,0.001973,0.09021,1.137675,0.002716,0.364975,0.0,0.0,0.0,0.0,0.0,4000.0,
2336,True,True,4000.0,0.005481,9e-06,0.000597,0.1528,0.854513,0.00204,2.842019,10.956775,4.846387,1.278346,6.391209,-8.706703,1112.53603,
2337,True,True,4000.0,0.008056,2e-05,0.000672,0.884,5.085191,0.01214,11.185813,35.871488,7.512787,1.64303,20.305906,-12.061266,343.304503,
2338,True,False,4000.0,0.016743,4.9e-05,0.001847,0.0,1.333292,0.003183,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2339,True,True,4000.0,0.006524,1.8e-05,0.001043,0.3993,1.698554,0.004055,6.239211,32.332805,9.434674,2.772125,14.240298,-8.340031,657.159574,
2340,False,False,4000.0,0.010681,3.2e-05,0.001119,,,,,,,,,,,
2341,True,False,4000.0,0.008049,2.1e-05,0.001031,0.02592,0.314159,0.00075,0.328276,0.0,0.0,0.0,0.0,0.0,4000.0,
2342,True,True,4000.0,0.019094,6.4e-05,0.001973,0.2307,1.002377,0.002393,1.231628,2.056278,3.876774,1.216751,1.239897,-3.1334,2966.317713,
2343,True,False,4000.0,0.019336,6.7e-05,0.002049,0.1405,2.199953,0.005252,0.740714,0.0,0.0,0.0,0.0,0.0,4000.0,
2344,True,False,4000.0,0.014179,3.9e-05,0.001458,0.03512,0.694083,0.001657,0.252479,0.0,0.0,0.0,0.0,0.0,4000.0,
2345,True,True,4000.0,0.01728,3.9e-05,0.001031,0.6817,5.076814,0.01212,4.021435,19.282011,5.720731,1.337066,10.039544,-12.334597,755.141691,
2346,False,False,4000.0,0.007523,2.8e-05,0.001119,,,,,,,,,,,
2347,True,False,4000.0,0.022829,7.5e-05,0.001722,0.1159,0.928655,0.002217,0.517516,0.0,0.0,0.0,0.0,0.0,4000.0,
2348,True,False,4000.0,0.00836,1.8e-05,0.001006,0.0,0.442755,0.001057,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2349,True,False,4000.0,0.008007,1.6e-05,0.000968,0.07739,0.46328,0.001106,0.985227,0.0,0.0,0.0,0.0,0.0,4000.0,
2350,True,False,4000.0,0.015056,2.4e-05,0.000591,0.03533,0.71377,0.001704,0.239197,0.0,0.0,0.0,0.0,0.0,4000.0,
2351,True,True,4000.0,0.006815,1.2e-05,0.00061,0.345,1.453929,0.003471,5.160554,28.088494,7.370419,1.894899,13.252353,-11.08284,673.366515,
2352,True,False,4000.0,0.006278,1.6e-05,0.001018,0.02389,0.399611,0.000954,0.387895,0.0,0.0,0.0,0.0,0.0,4000.0,
2353,True,True,4000.0,0.009682,4.2e-05,0.001609,0.1475,0.749375,0.001789,1.553011,10.159362,7.202398,2.404807,3.709474,-5.757246,2305.306008,
2354,True,False,4000.0,0.014733,4.3e-05,0.001496,0.07282,0.371127,0.000886,0.50384,0.0,0.0,0.0,0.0,0.0,4000.0,
2355,True,True,4000.0,0.013239,5.4e-05,0.001665,0.1368,0.888861,0.002122,1.053298,0.027532,0.86012,0.280006,0.072503,-0.21176,3702.20254,
2356,True,True,4000.0,0.013103,3.6e-05,0.000685,0.3786,2.506153,0.005983,2.94546,23.170549,6.964645,1.813831,9.472734,-12.685639,1070.592893,
2357,True,False,4000.0,0.013324,3.9e-05,0.001772,0.0,0.7921,0.001891,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2358,True,False,4000.0,0.012206,2.3e-05,0.000993,0.08049,0.615333,0.001469,0.672188,0.0,0.0,0.0,0.0,0.0,4000.0,
2359,True,True,4000.0,0.009276,2.3e-05,0.001031,0.3329,1.763481,0.00421,3.658399,23.030178,7.371545,2.079785,10.159218,-9.55765,948.710147,
2360,True,True,4000.0,0.018781,5.4e-05,0.001169,0.6935,3.268513,0.007803,3.764109,40.666936,9.682055,2.715501,13.714679,-12.820753,920.24761,
2361,True,True,4000.0,0.017115,5.5e-05,0.001207,0.6116,4.218112,0.01007,3.642625,28.163685,7.716943,2.061287,11.423221,-11.901076,912.74547,
2362,True,False,4000.0,0.008713,1.6e-05,0.00061,0.01063,0.797127,0.001903,0.124359,0.0,0.0,0.0,0.0,0.0,4000.0,
2363,False,False,4000.0,0.021446,7e-05,0.001998,,,,,,,,,,,
2364,True,False,4000.0,0.012746,3.6e-05,0.001477,0.05555,1.058507,0.002527,0.444257,0.0,0.0,0.0,0.0,0.0,4000.0,
2365,True,False,4000.0,0.011615,2.4e-05,0.000629,0.07668,0.709162,0.001693,0.672983,0.0,0.0,0.0,0.0,0.0,4000.0,
2366,True,True,4000.0,0.010825,3.3e-05,0.000691,0.1768,0.885091,0.002113,1.664911,11.019789,6.273234,1.864166,4.414265,-8.414529,2027.397246,
2367,True,False,4000.0,0.016053,4.9e-05,0.001194,0.09544,1.494141,0.003567,0.606051,0.0,0.0,0.0,0.0,0.0,4000.0,
2368,True,True,4000.0,0.008627,4.1e-05,0.001722,0.2789,2.176077,0.005195,3.29553,20.805144,8.384352,2.701469,8.499984,-6.959844,1134.626634,
2369,True,False,4000.0,0.01738,5.1e-05,0.001514,0.1057,1.020808,0.002437,0.619945,0.0,0.0,0.0,0.0,0.0,4000.0,
2370,True,True,4000.0,0.019036,5.8e-05,0.001194,0.3146,1.409528,0.003365,1.684671,13.783478,7.070647,2.136539,4.958054,-8.989282,2014.93262,
2371,True,True,4000.0,0.012285,3.2e-05,0.001439,0.2069,1.076519,0.00257,1.716757,8.148263,5.404852,1.633186,3.867473,-6.791527,1977.738017,
2372,True,False,4000.0,0.010358,2.6e-05,0.001018,0.02007,0.428513,0.001023,0.197509,0.0,0.0,0.0,0.0,0.0,4000.0,
2373,True,False,4000.0,0.007972,2.8e-05,0.001131,0.03201,0.944991,0.002256,0.409326,0.0,0.0,0.0,0.0,0.0,4000.0,
2374,True,True,4000.0,0.005008,1.4e-05,0.000704,0.07651,0.24672,0.000589,1.557476,11.687988,7.662873,2.545763,4.004,-6.261169,2293.864894,
2375,False,False,4000.0,0.017304,5.7e-05,0.001571,,,,,,,,,,,
2376,True,True,4000.0,0.01586,4.1e-05,0.001144,0.376,1.99931,0.004773,2.416656,19.132654,7.003603,1.987667,7.619344,-10.516028,1356.501505,
2377,True,False,4000.0,0.015869,6.3e-05,0.001665,0.0,1.143959,0.002731,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2378,True,True,4000.0,0.008247,3.5e-05,0.001646,1.107,10.237403,0.02444,13.682858,23.465453,6.740442,1.63166,17.380169,-7.81856,330.134692,
2379,True,True,4000.0,0.013266,4.5e-05,0.001194,0.2232,1.956584,0.004671,1.715123,5.651033,4.28733,1.231086,3.284026,-6.560768,1930.210967,
2380,True,True,4000.0,0.008293,1.7e-05,0.000993,0.1003,0.266826,0.000637,1.23289,2.0615,3.888144,1.22681,1.24199,-3.101723,2964.801348,
2381,True,False,4000.0,0.017364,4.5e-05,0.001772,0.1277,0.610726,0.001458,0.749682,0.0,0.0,0.0,0.0,0.0,4000.0,
2382,True,False,4000.0,0.015917,4.3e-05,0.001772,0.04022,0.738484,0.001763,0.257585,0.0,0.0,0.0,0.0,0.0,4000.0,
2383,True,False,4000.0,0.022421,9.8e-05,0.002199,0.0642,1.060183,0.002531,0.291881,0.0,0.0,0.0,0.0,0.0,4000.0,
2384,True,True,4000.0,0.012944,3e-05,0.001081,0.2511,0.808437,0.00193,1.977398,20.643946,8.447043,2.637057,6.724606,-9.331987,1740.816235,
2385,True,True,4000.0,0.020773,5.8e-05,0.001169,0.2234,2.532124,0.006045,1.096258,0.022617,0.588777,0.188723,0.087434,-0.250713,3490.342088,
2386,True,False,4000.0,0.011872,2.5e-05,0.001018,0.06476,0.569257,0.001359,0.556029,0.0,0.0,0.0,0.0,0.0,4000.0,
2387,True,True,4000.0,0.003676,7e-06,0.000597,0.0411,0.467469,0.001116,1.139609,0.024826,0.519987,0.164937,0.109215,-0.307223,3298.362746,
2388,True,False,4000.0,0.009957,2.3e-05,0.001018,0.0,1.616035,0.003858,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2389,True,True,4000.0,0.01807,3.3e-05,0.000616,0.3995,2.930897,0.006997,2.253708,7.288763,3.983385,1.004159,4.640588,-9.151943,1339.207753,
2390,True,False,4000.0,0.017766,6.8e-05,0.001703,0.00856,1.456023,0.003476,0.049116,0.0,0.0,0.0,0.0,0.0,4000.0,
2391,True,True,4000.0,0.012768,5.2e-05,0.001973,0.2061,0.974313,0.002326,1.645468,12.711344,7.848028,2.633479,4.364556,-6.27372,2173.557585,
2392,True,True,4000.0,0.012479,3.1e-05,0.001382,0.6727,4.507138,0.01076,5.495164,22.259812,6.437917,1.612166,12.137995,-10.011401,630.968423,
2393,True,False,4000.0,0.007444,1.9e-05,0.001031,0.03044,0.424324,0.001013,0.416815,0.0,0.0,0.0,0.0,0.0,4000.0,
2394,True,False,4000.0,0.021073,4.9e-05,0.00142,0.1081,0.794614,0.001897,0.522907,0.0,0.0,0.0,0.0,0.0,4000.0,
2395,False,False,4000.0,0.012649,3e-05,0.00066,,,,,,,,,,,
2396,True,False,4000.0,0.022314,6e-05,0.001514,0.14,0.840271,0.002006,0.639552,0.0,0.0,0.0,0.0,0.0,4000.0,
2397,True,True,4000.0,0.014122,6.7e-05,0.002124,0.9039,5.022359,0.01199,6.524393,43.541342,11.876189,3.628285,16.065746,-8.573887,658.452318,
2398,False,False,4000.0,0.007974,2.2e-05,0.00066,,,,,,,,,,,
2399,True,True,4000.0,0.008073,2e-05,0.001006,0.2056,0.690732,0.001649,2.595951,25.494868,9.383714,3.039133,8.486234,-8.438627,1386.011271,
2400,True,True,4000.0,0.020084,4.9e-05,0.000691,0.3407,1.569959,0.003748,1.729267,11.871466,6.106454,1.73305,4.816435,-9.901901,1898.069589,
2401,True,False,4000.0,0.014805,2.7e-05,0.00098,0.1288,0.669788,0.001599,0.886813,0.0,0.0,0.0,0.0,0.0,4000.0,
2402,True,False,4000.0,0.016343,3.8e-05,0.001056,0.06537,0.746861,0.001783,0.407741,0.0,0.0,0.0,0.0,0.0,4000.0,
2403,True,True,4000.0,0.019472,8.9e-05,0.002224,0.3626,2.549298,0.006086,1.898188,14.821446,7.333172,2.313806,5.511083,-7.827762,1821.724361,
2404,False,False,4000.0,0.007278,2.4e-05,0.001119,,,,,,,,,,,
2405,True,False,4000.0,0.009559,2.9e-05,0.000685,0.0,3.142849,0.007503,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
2406,True,False,4000.0,0.032294,0.000125,0.002633,0.1388,1.952814,0.004662,0.438125,0.0,0.0,0.0,0.0,0.0,4000.0,
2407,True,False,4000.0,0.020375,3.5e-05,0.000993,0.1977,0.637953,0.001523,0.989109,0.0,0.0,0.0,0.0,0.0,4000.0,
2408,False,False,4000.0,0.006266,2e-05,0.001119,,,,,,,,,,,
2409,True,False,4000.0,0.018782,4e-05,0.001364,0.08229,0.387882,0.000926,0.446609,0.0,0.0,0.0,0.0,0.0,4000.0,
2410,True,True,4000.0,0.008061,1.8e-05,0.000993,0.1061,0.997351,0.002381,1.341688,0.527855,1.642997,0.490979,0.75277,-1.92736,2619.247629,
2411,True,True,4000.0,0.00757,2.9e-05,0.001131,0.1393,0.659734,0.001575,1.875888,16.34599,8.417813,2.824675,5.48927,-6.898297,1904.425336,
2412,True,False,4000.0,0.01132,2e-05,0.00061,0.09494,0.269339,0.000643,0.854918,0.0,0.0,0.0,0.0,0.0,4000.0,
2413,True,True,4000.0,0.010376,4.6e-05,0.001646,0.1321,1.139351,0.00272,1.297766,1.69888,3.190884,0.990825,1.257444,-3.046363,2763.028336,
2414,True,True,4000.0,0.008558,2.1e-05,0.000647,0.3649,1.394029,0.003328,4.34651,41.200983,9.868386,2.80071,14.536969,-11.844017,830.153293,
2415,True,True,4000.0,0.017358,4.7e-05,0.001797,0.2826,1.075681,0.002568,1.659618,11.942077,6.954978,2.194476,4.456275,-7.397542,2090.422844,
2416,True,False,4000.0,0.012242,2.4e-05,0.001006,0.05646,0.182631,0.000436,0.470128,0.0,0.0,0.0,0.0,0.0,4000.0,
2417,True,True,4000.0,0.0146,5.1e-05,0.001628,0.2801,1.212236,0.002894,1.955594,20.191839,8.906807,2.914414,6.402029,-8.131923,1805.271835,
